CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,LoanEligibility,CustomerSegment,Age_Transformed
15743192,Hung,623,France,Female,44,6,0.0,2,No,No,167162.43,No,No,2,DIAMOND,520,Not Eligible,Basic,6.63
15580146,Hung,738,France,Male,31,9,82674.15,1,Yes,No,41970.72,No,No,4,DIAMOND,234,Not Eligible,Gold,5.57
15776605,Bradley,528,Spain,Male,36,7,0.0,2,Yes,No,60536.56,No,No,5,SILVER,458,Not Eligible,Basic,6.0
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,Yes,Yes,177655.68,Yes,Yes,2,GOLD,915,Not Eligible,Basic,8.06
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,Yes,Yes,30984.59,Yes,Yes,3,GOLD,299,Not Eligible,Premium,6.78
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,Yes,Yes,10054.53,No,No,4,GOLD,838,Not Eligible,Gold,5.66
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,No,Yes,36976.52,No,No,5,PLATINUM,786,Not Eligible,Gold,6.0
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,No,No,71862.79,No,No,3,DIAMOND,509,Not Eligible,Premium,5.74
15744689,Tang,479,Germany,Male,35,9,92833.89,1,Yes,No,99449.86,Yes,Yes,3,DIAMOND,328,Not Eligible,Gold,5.92
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,No,Yes,63082.88,No,No,4,SILVER,347,Not Eligible,Gold,5.48
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,Yes,No,27231.26,No,No,5,SILVER,534,Not Eligible,Premium,6.24
15715951,Thorpe,562,France,Male,42,2,100238.35,1,No,No,86797.41,No,No,5,PLATINUM,709,Not Eligible,Premium,6.48
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,No,Yes,22994.32,No,No,4,SILVER,749,Not Eligible,Premium,6.0
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,No,Yes,101300.94,Yes,Yes,5,PLATINUM,541,Not Eligible,Premium,5.29
15675522,Ko,628,Germany,Female,30,9,132351.29,2,Yes,Yes,74169.13,No,No,2,GOLD,736,Not Eligible,Premium,5.48
15705512,Welch,668,Germany,Female,37,6,167864.4,1,Yes,No,115638.29,No,No,4,SILVER,529,Not Eligible,Premium,6.08
15698028,Duncan,506,France,Female,41,1,0.0,2,Yes,No,31766.3,No,No,4,GOLD,594,Not Eligible,Basic,6.4
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,Yes,No,199725.39,Yes,Yes,1,SILVER,462,Not Eligible,Premium,5.57
15600781,Wu,699,Germany,Male,34,4,185173.81,2,Yes,No,120834.48,No,No,3,PLATINUM,429,Not Eligible,Premium,5.83
15682472,Culbreth,828,France,Male,34,8,129433.34,2,No,No,38131.77,No,No,4,SILVER,370,Not Eligible,Premium,5.83
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,No,No,100130.95,No,No,1,PLATINUM,510,Not Eligible,Premium,6.24
15690673,Cameron,656,France,Female,39,6,0.0,2,Yes,No,141069.88,No,No,4,DIAMOND,638,Not Eligible,Basic,6.24
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,Yes,Yes,198129.36,No,No,1,GOLD,462,Not Eligible,Premium,6.93
15779659,Zetticci,625,France,Female,28,3,0.0,1,No,No,183646.41,No,No,4,GOLD,718,Not Eligible,Basic,5.29
15627360,Fuller,432,France,Male,42,9,152603.45,1,Yes,No,110265.24,Yes,Yes,3,DIAMOND,437,Not Eligible,Premium,6.48
15671137,MacDonald,549,France,Female,52,1,0.0,1,No,Yes,8636.05,Yes,Yes,4,DIAMOND,485,Not Eligible,Basic,7.21
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,Yes,No,46824.08,Yes,Yes,3,PLATINUM,410,Not Eligible,Premium,7.48
15575492,Kennedy,828,France,Female,41,7,0.0,2,Yes,No,171378.77,No,No,2,PLATINUM,666,Not Eligible,Basic,6.4
15591607,Fernie,770,France,Male,24,9,101827.07,1,Yes,No,167256.35,No,No,4,GOLD,730,Not Eligible,Premium,4.9
15740404,He,758,France,Female,34,3,0.0,2,Yes,Yes,124226.16,No,No,2,PLATINUM,375,Not Eligible,Basic,5.83
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,Yes,Yes,114935.21,No,No,5,GOLD,411,Not Eligible,Premium,5.74
15677871,Cocci,687,France,Male,38,9,122570.87,1,Yes,Yes,35608.88,No,No,4,DIAMOND,595,Not Eligible,Premium,6.16
15642004,Alekseeva,686,France,Male,25,1,0.0,2,No,Yes,16459.37,No,No,1,DIAMOND,578,Not Eligible,Basic,5.0
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,Yes,Yes,124411.08,No,No,2,PLATINUM,377,Not Eligible,Premium,6.24
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,Yes,Yes,34941.23,No,No,2,GOLD,831,Not Eligible,Premium,7.07
15802381,Li,461,Germany,Female,34,5,63663.93,1,No,Yes,167784.28,No,No,1,SILVER,497,Not Eligible,Gold,5.83
15610156,Ma,637,France,Male,40,2,133463.1,1,No,Yes,93165.34,No,No,1,PLATINUM,374,Not Eligible,Premium,6.32
15594408,Chia,584,Spain,Female,48,2,213146.2,1,Yes,No,75161.25,Yes,No,4,DIAMOND,814,Not Eligible,Premium,6.93
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,No,Yes,8590.83,Yes,Yes,4,GOLD,247,Not Eligible,Premium,5.92
15698932,Groves,756,Germany,Male,44,10,137452.09,1,Yes,No,189543.9,No,No,5,PLATINUM,965,Not Eligible,Premium,6.63
15724944,Tien,663,France,Male,34,7,0.0,2,Yes,Yes,180427.24,No,No,3,SILVER,912,Not Eligible,Basic,5.83
15628145,Forwood,682,France,Female,43,5,125851.93,1,Yes,Yes,193318.33,No,No,4,GOLD,462,Not Eligible,Premium,6.56
15713483,Greeves,793,Spain,Male,52,2,0.0,1,Yes,No,159123.82,Yes,Yes,5,GOLD,883,Not Eligible,Basic,7.21
15612350,Taylor,691,France,Female,31,5,40915.55,1,Yes,No,126213.84,Yes,No,2,SILVER,402,Not Eligible,Basic,5.57
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,Yes,Yes,54141.5,No,No,4,GOLD,764,Not Eligible,Premium,4.58
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,Yes,No,141075.51,No,No,1,PLATINUM,608,Not Eligible,Premium,5.39
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,No,No,24495.03,No,No,5,PLATINUM,652,Not Eligible,Premium,6.08
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,Yes,No,74836.34,No,No,2,SILVER,520,Not Eligible,Premium,6.63
15794413,Harris,416,France,Male,32,0,0.0,2,No,Yes,878.87,No,No,5,GOLD,884,Not Eligible,Basic,5.66
15650237,Morgan,754,Spain,Female,32,7,0.0,2,Yes,No,89520.75,No,No,1,SILVER,800,Not Eligible,Basic,5.66
15759618,Alexeeva,535,France,Female,48,9,0.0,1,Yes,No,149892.79,Yes,Yes,4,GOLD,697,Not Eligible,Basic,6.93
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,Yes,No,180800.42,No,No,2,SILVER,427,Not Eligible,Basic,6.48
15689044,Humphries,539,France,Male,37,2,127609.59,1,Yes,No,98646.22,No,No,1,DIAMOND,620,Not Eligible,Premium,6.08
15709368,Milne,614,France,Female,43,6,0.0,2,Yes,Yes,109041.53,No,No,1,PLATINUM,318,Not Eligible,Basic,6.56
15679145,Chou,706,Spain,Male,57,7,0.0,1,Yes,No,17941.16,Yes,Yes,1,GOLD,701,Not Eligible,Basic,7.55
15655007,Li,758,France,Female,33,7,0.0,2,No,No,82996.47,No,No,4,PLATINUM,953,Not Eligible,Basic,5.74
15623595,Clayton,586,Spain,Female,28,2,0.0,2,Yes,Yes,92067.35,No,No,5,PLATINUM,635,Not Eligible,Basic,5.29
15589975,Maclean,646,France,Female,73,6,97259.25,1,No,Yes,104719.66,No,No,1,PLATINUM,250,Not Eligible,Gold,8.54
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,No,No,112687.57,No,No,3,SILVER,662,Not Eligible,Premium,5.74
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,No,Yes,84699.56,No,No,2,GOLD,666,Not Eligible,Premium,4.69
15641122,Wei,684,France,Male,30,2,0.0,2,Yes,No,83473.82,No,No,4,DIAMOND,699,Not Eligible,Basic,5.48
15630910,Treacy,800,France,Female,49,7,108007.36,1,No,No,47125.11,No,No,3,PLATINUM,855,Not Eligible,Premium,7.0
15680772,Hu,721,Spain,Female,36,2,0.0,2,Yes,Yes,106977.8,No,No,5,SILVER,534,Not Eligible,Basic,6.0
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,Yes,No,55582.54,Yes,Yes,1,PLATINUM,388,Not Eligible,Premium,5.39
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,Yes,Yes,139874.43,No,No,5,GOLD,612,Not Eligible,Premium,5.57
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,Yes,No,162503.48,Yes,Yes,2,PLATINUM,801,Not Eligible,Premium,4.9
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,Yes,No,196499.96,No,No,1,PLATINUM,561,Not Eligible,Premium,6.4
15574692,Pinto,667,Spain,Female,39,2,0.0,2,Yes,No,40721.24,Yes,Yes,5,PLATINUM,308,Not Eligible,Basic,6.24
15611325,Wood,682,Germany,Male,24,9,57929.81,2,No,No,53134.3,No,No,5,SILVER,643,Not Eligible,Gold,4.9
15587562,Hawkins,484,France,Female,29,4,130114.39,1,Yes,No,164017.89,No,No,1,GOLD,249,Not Eligible,Premium,5.39
15613172,Sun,628,Germany,Male,27,5,95826.49,2,Yes,No,155996.96,No,Yes,2,SILVER,818,Not Eligible,Gold,5.2
15651022,Yost,480,Germany,Male,44,10,129608.57,1,Yes,No,5472.7,Yes,Yes,1,GOLD,775,Not Eligible,Premium,6.63
15586310,Ting,578,France,Male,30,4,169462.09,1,Yes,No,112187.11,No,Yes,5,DIAMOND,872,Not Eligible,Premium,5.48
15625524,Rowe,512,France,Male,40,5,0.0,2,Yes,Yes,146457.83,No,No,3,DIAMOND,435,Not Eligible,Basic,6.32
15755209,Fu,484,Spain,Female,35,7,133868.21,1,Yes,Yes,27286.1,No,No,2,SILVER,415,Not Eligible,Premium,5.92
15645248,Ho,510,France,Female,30,0,0.0,2,Yes,Yes,130553.47,No,No,2,DIAMOND,430,Not Eligible,Basic,5.48
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,No,No,179351.89,No,No,5,PLATINUM,929,Not Eligible,Premium,6.0
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,No,Yes,94774.12,No,No,5,SILVER,681,Not Eligible,Premium,6.32
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,Yes,No,8080.85,Yes,Yes,4,GOLD,810,Not Eligible,Premium,7.42
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,Yes,Yes,19482.5,No,No,5,GOLD,739,Eligible,Premium,6.71
15789669,Hsia,510,France,Male,65,2,0.0,2,Yes,Yes,48071.61,No,No,1,SILVER,280,Not Eligible,Basic,8.06
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,Yes,No,174531.27,No,No,2,DIAMOND,250,Not Eligible,Premium,6.71
15810845,Tang,636,France,Male,42,2,0.0,2,Yes,Yes,55470.78,No,No,4,PLATINUM,991,Not Eligible,Basic,6.48
15719377,Cocci,804,France,Female,50,4,0.0,1,Yes,Yes,8546.87,Yes,Yes,2,GOLD,482,Not Eligible,Basic,7.07
15654506,Chang,514,France,Male,32,8,0.0,2,Yes,No,95857.18,No,No,4,PLATINUM,423,Not Eligible,Basic,5.66
15771977,Tao,730,France,Female,39,1,99010.67,1,Yes,No,194945.8,No,No,5,GOLD,260,Not Eligible,Gold,6.24
15708710,Ford,525,Spain,Female,37,0,0.0,1,No,Yes,131521.72,No,No,5,SILVER,642,Not Eligible,Basic,6.08
15726676,Marshall,616,Spain,Male,30,5,0.0,2,No,Yes,196108.51,No,No,4,PLATINUM,701,Not Eligible,Basic,5.48
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,Yes,No,148564.76,No,No,4,GOLD,570,Not Eligible,Premium,5.83
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,No,No,92982.61,Yes,Yes,4,GOLD,790,Not Eligible,Gold,6.4
15771086,Graham,512,France,Female,36,3,84327.77,2,Yes,No,17675.36,No,No,5,PLATINUM,727,Not Eligible,Gold,6.0
15756850,Golovanov,479,France,Male,40,1,0.0,2,No,No,114996.43,No,No,3,SILVER,909,Not Eligible,Basic,6.32
15702741,Potts,601,France,Male,32,8,93012.89,1,Yes,No,86957.42,No,No,2,GOLD,799,Not Eligible,Gold,5.66
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,Yes,No,128077.8,No,No,1,DIAMOND,520,Not Eligible,Gold,5.39
15594815,Aleshire,807,France,Male,35,3,174790.15,1,Yes,Yes,600.36,No,No,3,SILVER,861,Not Eligible,Premium,5.92
15635905,Moran,616,Spain,Female,32,6,0.0,2,Yes,Yes,43001.46,No,No,5,GOLD,512,Not Eligible,Basic,5.66
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,Yes,Yes,158591.12,No,No,1,PLATINUM,478,Not Eligible,Premium,6.08
15656176,Jenkins,501,France,Male,57,10,0.0,2,Yes,Yes,47847.19,No,No,5,PLATINUM,374,Not Eligible,Basic,7.55
